Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
200497,2020,1/29/2021,Manchester,176 MCKEE STREET,109800,200000,0.549,Residential,Single Family,1
20500,2020,3/8/2021,Hartford,203 BRANFORD ST,47915,200000,0.2395,Residential,Single Family,1
200366,2020,6/10/2021,Madison,22 HARBOR AVE,348300,399500,0.8718,Residential,Single Family,1
201520,2020,9/14/2021,Danbury,WEST KENOSIA AV,90200,165000,0.546666667,Residential,Single Family,1
200153,2020,1/11/2021,Avon,19 CROCUS LANE,114660,178900,0.6409,Residential,Condo,1
200658,2020,6/30/2021,Enfield,27 GRANT RD,154930,299000,0.5181,Residential,Single Family,1
200439,2020,7/30/2021,East Lyme,49 WHITING FARMS LN,205660,370000,0.5558,Residential,Condo,1
200185,2020,8/18/2021,Hebron,431 GILEAD ST,265570,650000,0.4085,Residential,Single Family,1
200410,2020,7/13/2021,East Lyme,20 LAUREL HILL DR,289870,540000,0.5367,Residential,Single Family,1
200057,2020,12/30/2020,East Windsor,703 MEADOWVIEW DR,124640,193000,0.6458,Residential,Condo,0
200337,2020,7/1/2021,Killingly,1039 NO MAIN ST,125510,197000,0.6371,Commercial,Nan,1
20867,2020,6/11/2021,Hartford,110 WALNUT ST,264670,70000,3.781,Commercial,Nan,1
2020165,2020,2/16/2021,Berlin,33 IRIS WAY,201700,280000,0.7203,Residential,Condo,1
201075,2020,12/18/2020,Griswold,677 PLAINFIELD RD,127400,225000,0.5662,Residential,Single Family,0
2020193,2020,4/27/2021,Ansonia,21 FOREST AVE,93900,124000,0.7572,Residential,Single Family,1
200529,2020,2/12/2021,Manchester,561 HILLIARD STREET,83200,125000,0.6656,Residential,Condo,1
201333,2020,8/9/2021,Danbury,23 W WOOSTER ST,181300,450000,0.4028,Residential,Two Family,1
200116,2020,1/27/2021,Cromwell,6 SCHOOL ST,176820,420000,0.421,Residential,Four Family,1
200167,2020,4/9/2021,East Haddam,75 SALEM RD,214140,260000,0.8236,Residential,Single Family,1
200105,2020,11/17/2020,Farmington,7 HORSESHOE LA,217710,40000,5.4427,Residential,Single Family,0
200185,2020,7/1/2021,East Windsor,9D REGGIE DR,134310,252000,0.53297619,Residential,Condo,1
20428,2020,7/26/2021,Bethel,20 CHIPMUNK TERRACE,119560,239610,0.4989,Residential,Condo,1
20621,2020,4/12/2021,Hartford,163 GLENDALE AVE,132370,240000,0.5515,Apartments,Nan,1
200037,2020,12/31/2020,Goshen,211 TOWN HILL ROAD,229010,435000,0.5264,Residential,Single Family,0
20067,2020,12/28/2020,Derby,187 SEYMOUR AVE,176120,274900,0.6406,Residential,Two Family,0
20590,2020,6/2/2021,East Hartford,54 LAWRENCE ST,78010,170000,0.4588,Residential,Single Family,1
200412,2020,7/15/2021,East Lyme,11 SAUNDERS DR,127260,260000,0.4894,Residential,Single Family,1
20799,2020,8/5/2021,East Hartford,124 COLBY DR,122650,236000,0.5197,Residential,Single Family,1
200869,2020,6/2/2021,Bristol,275 TYLER WAY,162190,330000,0.4914,Residential,Single Family,1
200646,2020,2/19/2021,Greenwich,71 VIEW STREET,244930,627000,0.3906,Residential,Single Family,1
200277,2020,11/25/2020,Greenwich,15 RONALD LANE,896560,1598000,0.561,Residential,Single Family,0
2000536,2020,9/23/2021,Cheshire,1129 WATERBURY RD,73320,150000,0.4888,Residential,Condo,1
200947,2020,9/30/2021,Enfield,193 JACKSON RD,117860,225000,0.5238,Residential,Single Family,1
200251,2020,6/15/2021,Coventry,193 WOODMONT DR,267100,471000,0.567,Residential,Single Family,1
200014,2020,10/6/2020,Groton,273 LAMPHERE RD,130200,233000,0.558798283,Residential,Single Family,0
200033,2020,11/16/2020,Killingworth,11 JENNIFER LANE,230760,405000,0.5697,Residential,Single Family,0
2020318,2020,7/6/2021,Berlin,124 PARK DRIVE,166100,300000,0.553666667,Residential,Single Family,1
20829,2020,8/17/2021,East Hartford,12 ERIC WAY,108830,255000,0.4267,Residential,Single Family,1
200114,2020,7/19/2021,Beacon Falls,4 BAYBERRY COURT,0,554785,0,Residential,Condo,1
200015,2020,10/7/2020,Avon,8 GREENWICH LANE,200860,322500,0.622821705,Residential,Condo,0
201306,2020,8/8/2021,Griswold,330 GEER ROAD,193270,370000,0.5223,Residential,Single Family,1
200541,2020,1/25/2021,Greenwich,82 PUTNAM PARK,53924710,675000,79.88845926,Residential,Condo,1
20859,2020,8/26/2021,East Hartford,27 HILTON DR,110910,265000,0.4185,Residential,Single Family,1
200042,2020,5/21/2021,Bridgewater,134 MAIN ST NORTH,404200,600000,0.6736,Residential,Single Family,1
20000175,2020,6/14/2021,Granby,40 HARMONY HILL RD,169610,310000,0.5471,Residential,Single Family,1
200077,2020,10/27/2020,Branford,237 JEFFERSON WOODS,97500,200000,0.4875,Residential,Condo,0
200319,2020,5/10/2021,East Lyme,245 FLANDERS RD,964250,1700000,0.5672,Commercial,Nan,1
200180,2020,12/29/2020,Guilford,24 SUNSET CIR,156610,365000,0.429,Residential,Single Family,0
201177,2020,8/13/2021,Bristol,163 CROWN ST,110180,215000,0.5124,Residential,Single Family,1
200514,2020,1/19/2021,Greenwich,73 WEAVER STREET UN21,728770,1015000,0.718,Residential,Condo,1
20117,2020,12/8/2020,Bethel,11 BRIAR RIDGE DRIVE,290780,475000,0.6121,Residential,Condo,0
200043,2020,11/24/2020,Hebron,105 SLOCUM RD,179030,346000,0.5174,Residential,Single Family,0
201288,2020,7/28/2021,Griswold,121 GRISWOLD DR,206500,445000,0.464,Residential,Single Family,1
2000441,2020,7/27/2021,Cheshire,105 OLD TOWNE RD,140870,295000,0.4775,Residential,Condo,1
200158,2020,6/4/2021,Essex,27 SO MAIN ST UNIT 12,130000,340000,0.382352941,Residential,Condo,1
200045,2020,4/20/2021,Lyme,49-2 STERLING HILL RD,676400,1395000,0.4848,Residential,Single Family,1
20032,2020,10/13/2020,Hartford,51 YALE ST,64995,228000,0.285,Residential,Two Family,0
200721,2020,4/27/2021,Bristol,285 BATTLE ST,266560,445000,0.599,Residential,Single Family,1
2020269,2020,5/27/2021,Berlin,125 WETHERSFIELD RD,195300,358000,0.5455,Residential,Single Family,1
200928,2020,6/23/2021,Manchester,63 BILYUE ROAD,91800,184000,0.4989,Residential,Single Family,1
200210,2020,7/9/2021,Litchfield,94 BLAKESLEE RD,314480,985000,0.3192,Residential,Single Family,1
200461,2020,6/17/2021,Farmington,32 FARMINGTON CHASE CRESCENT,116740,205000,0.5694,Residential,Condo,1
20525,2020,8/2/2021,Darien,767 HOLLOW TREE RIDGE RD,1994720,2700000,0.7387,Residential,Single Family,1
201767,2020,9/27/2021,Greenwich,0 OLD MILL ROAD,1829800,2150000,0.851,Vacant Land,Nan,1
200003,2020,10/1/2020,Madison,30 HAMPSHIRE RD,185800,318999,0.5824,Residential,Condo,0
200709,2020,7/14/2021,Enfield,509 GEORGE WASHINGTON RD,95460,220000,0.433909091,Residential,Single Family,1
200722,2020,9/20/2021,Farmington,2 OLDE POND LA,297080,435000,0.6829,Residential,Single Family,1
200838,2020,4/20/2021,Danbury,25 PADANARAM RD 72,94200,220000,0.4281,Residential,Condo,1
200118,2020,11/23/2020,East Haven,6 OAK HILL DR,163170,300000,0.5439,Residential,Single Family,0
20410,2020,2/11/2021,Hartford,187 CHESHIRE ST,34825,115000,0.3028,Residential,Single Family,1
200019,2020,10/5/2020,Danbury,6 CENTENNIAL DR,299600,490000,0.6114,Residential,Single Family,0
200884,2020,9/30/2021,Glastonbury,33 QUAIL RUN,816400,1375000,0.5937,Residential,Single Family,1
200132,2020,5/17/2021,Easton,50 TODDS WAY,469850,749000,0.6273,Residential,Single Family,1
200091,2020,2/23/2021,Mansfield,FOREST RD,0,378800,0,Vacant Land,Nan,1
20108,2020,6/11/2021,Lebanon,10 CARD ST,130540,270000,0.4834,Residential,Single Family,1
200074,2020,11/2/2020,Glastonbury,244 BUTTONBALL LN,201100,356500,0.564,Residential,Single Family,0
200489,2020,5/12/2021,Glastonbury,66 PARTRIDGE LNDG,416100,675000,0.6164,Residential,Single Family,1
201229,2020,6/21/2021,Greenwich,80 INDIAN HARBOR DRIVE,1139390,1915000,0.5949,Residential,Single Family,1
201060,2020,7/30/2021,Hartford,16 NEWFIELD AVE,67363,150000,0.449,Residential,Two Family,1
200078,2020,10/16/2020,Greenwich,496 LAKE AVENUE,5148150,7200000,0.715,Residential,Single Family,0
200339,2020,9/3/2021,Colchester,104 CHRISTY LN,164000,345000,0.4753,Residential,Single Family,1
200093,2020,11/5/2020,Groton,23 SKYVIEW TER,125510,285000,0.4403,Residential,Single Family,0
201563,2020,9/22/2021,Danbury,6 DOWNS ST,248900,315000,0.7901,Commercial,Nan,1
20000068,2020,11/16/2020,Brookfield,4 CANDLEWOOD ACRES,257550,380000,0.6777,Residential,Single Family,0
200180,2020,8/13/2021,Hebron,58 RIDGE RD,207540,380000,0.5461,Residential,Single Family,1
200262,2020,11/23/2020,Danbury,32 COALPIT HILL RD #6,84900,181778,0.467053219,Residential,Condo,0
200285,2020,5/17/2021,Avon,239 OLD FARMS RD #14B,58590,108000,0.5425,Residential,Condo,1
200089,2020,2/9/2021,Canton,5-7 RIVER STREET,213110,370000,0.5759,Commercial,Nan,1
200292,2020,4/22/2021,East Lyme,40 CENTER ST,145530,185000,0.7866,Residential,Single Family,1
200669,2020,8/30/2021,Farmington,135 WELLINGTON DR,106920,185000,0.577945946,Residential,Condo,1
200343,2020,3/22/2021,Groton,340 COW HILL RD,135730,325000,0.4176,Residential,Single Family,1
200451,2020,5/5/2021,Branford,122.5C CHESTNUT ST,165400,240000,0.6891,Residential,Single Family,1
200153,2020,11/2/2020,Danbury,19 WEST CROSS TRAIL,18200,460432,0.0395,Residential,Condo,0
2000173,2020,3/19/2021,Bloomfield,78 TARIFFVILLE ROAD,245420,359000,0.6836,Residential,Single Family,1
200098,2020,6/22/2021,East Granby,57 BRIGHTON DRIVE,64200,85000,0.755294118,Vacant Land,Nan,1
200175,2020,4/7/2021,Cromwell,30 GOODRICH AVENUE,123480,217500,0.5677,Residential,Single Family,1
200323,2020,12/8/2020,Manchester,91 WETHERELL STREET,103600,185000,0.56,Residential,Single Family,0
200823,2020,9/3/2021,Glastonbury,377 THOMPSON ST,282400,410000,0.6887,Residential,Single Family,1
201008,2020,7/19/2021,Hartford,190 PRESTON ST,88421,310000,0.2852,Residential,Two Family,1
200056,2020,10/19/2020,Groton,209 SOUTH SHORE AVE,780010,1300000,0.600007692,Residential,Single Family,0
200093,2020,6/14/2021,Harwinton,45 STONE HEDGE COURT,298380,540000,0.5525,Residential,Single Family,1
200051,2020,1/20/2021,Columbia,8 LAKE ROAD,131900,215000,0.6134,Residential,Single Family,1
200906,2020,6/14/2021,Bristol,50 BROOKVIEW CIRCLE UN 41,14350,299900,0.0478,Residential,Condo,1
200444,2020,8/5/2021,Avon,95 DEER RUN,105950,225000,0.4708,Vacant Land,Nan,1
200655,2020,8/18/2021,East Haven,14 JAMAICA CT,186350,375000,0.4969,Residential,Single Family,1
200571,2020,6/29/2021,Groton,1 PEARL ST (MYSTIC),191030,1200000,0.159191667,Commercial,Nan,1
200105,2020,1/14/2021,Coventry,521 DALY RD,168600,260000,0.6484,Residential,Single Family,1
200185,2020,7/16/2021,Essex,49 BUSHY HILL RD,148600,256100,0.5802,Residential,Single Family,1
20537,2020,8/3/2021,Darien,11 HOYT ST,577920,850000,0.6799,Residential,Single Family,1
200541,2020,6/7/2021,Branford,61 HAMPTON PARK,101200,189500,0.534,Residential,Condo,1
200103,2020,10/20/2020,Danbury,13 COUNTRY VIEW RD,430400,650000,0.6621,Residential,Condo,0
200650,2020,6/28/2021,Enfield,47 VARNO LA,106560,212000,0.5026,Residential,Single Family,1
201178,2020,6/15/2021,Greenwich,247 RIVERSIDE AVENUE,3457720,5600000,0.6174,Residential,Single Family,1
200151,2020,10/30/2020,Greenwich,38 CASSIDY STREET,1181530,1755000,0.6732,Residential,Condo,0
20728,2020,7/16/2021,East Hartford,51 PARK VIEW DR,113170,270000,0.4191,Residential,Single Family,1
200113,2020,11/12/2020,Groton,8 CLUBHOUSE PT RD,1580110,1400000,1.12865,Residential,Single Family,0
201234,2020,6/16/2021,Griswold,752 PLAINFIELD RD,50540,600000,0.0842,Vacant Land,Nan,1
200358,2020,9/22/2021,Coventry,P/23/32 EDGEWATER DR,1700,5000,0.34,Vacant Land,Nan,1
201141,2020,3/16/2021,Griswold,7 MARTHA AVE,145950,270000,0.5405,Residential,Single Family,1
201530,2020,9/16/2021,Danbury,3 WEST POINT TERR,23400,126000,0.1857,Residential,Single Family,1
20114,2020,11/12/2020,East Hartford,179-181 WOODLAWN CIR,88180,210000,0.4199,Residential,Two Family,0
200075,2020,11/19/2020,Killingly,120 BALLOUVILLE RD,71120,318000,0.2236,Residential,Single Family,0
2020214,2020,5/13/2021,Ansonia,76 N CLIFF ST,161500,339000,0.4764,Residential,Single Family,1
20070,2020,7/1/2021,Barkhamsted,84 RATLUM RD,120860,225000,0.5371,Residential,Single Family,1
2020078,2020,12/2/2020,Ansonia,35 HOLBROOK ST,139700,340000,0.4108,Residential,Two Family,0
201021,2020,5/17/2021,Greenwich,10 LIGHTHOUSE LANE,3616130,3290000,1.09912766,Residential,Single Family,1
20269,2020,1/6/2021,East Hartford,103 SHERWOOD DR,154270,255000,0.6049,Residential,Single Family,1
200586,2020,2/4/2021,Greenwich,11 JOSHUA LANE,2070250,3600000,0.575,Residential,Single Family,1
200147,2020,3/16/2021,Colchester,25 HICKORY RD,170900,300000,0.5696,Residential,Single Family,1
200050,2020,12/23/2020,Killingworth,38 WHITEWOOD ROAD,30100,35000,0.86,Residential,Single Family,0
200506,2020,5/27/2021,Branford,42G ANCHOR REEF CLUB,305200,525000,0.5813,Residential,Condo,1
200633,2020,8/16/2021,Farmington,19 LANTERN COURT,105680,194500,0.5433,Residential,Condo,1
200499,2020,1/15/2021,Greenwich,20 STEEPLE CHASE DRIVE,1470350,3500000,0.4201,Residential,Single Family,1
200196,2020,12/16/2020,Glastonbury,73 STONEPOST RD,298600,425000,0.7025,Residential,Single Family,0
20000035,2020,11/12/2020,Granby,75 NORTHWOODS RD,190330,347500,0.5477,Residential,Single Family,0
200341,2020,5/25/2021,Madison,21 WEST SUSSEX PL,186100,354000,0.525706215,Residential,Condo,1
200132,2020,9/23/2021,Harwinton,12 COMMUNITY RD,143080,270000,0.5299,Residential,Single Family,1
20924,2020,6/24/2021,Hartford,287 GRANDVIEW TER,135939,370000,0.3674,Residential,Two Family,1
200996,2020,5/27/2021,Danbury,51-71 PARK AV 5-75,59100,135500,0.4361,Residential,Condo,1
201510,2020,9/13/2021,Danbury,36 BRENTWOOD CI,18200,599995,0.0303,Residential,Condo,1
200089,2020,6/1/2021,Beacon Falls,63 HIGHLAND AVENUE,131090,325000,0.403353846,Residential,Single Family,1
200046,2020,11/13/2020,East Haddam,60 BASHAN RD,187370,270000,0.6939,Residential,Two Family,0
200126,2020,4/7/2021,Mansfield,97-99 MOULTON RD,203500,280000,0.7267,Residential,Single Family,1
200070,2020,12/16/2020,Essex,LOT 3 DEEP RIVER RD,27900,9000,3.1,Vacant Land,Nan,0
200246,2020,5/4/2021,Killingly,25 SPRING ST,94290,200000,0.4714,Residential,Single Family,1
200341,2020,9/7/2021,Coventry,90 MAPLE DR,45000,70000,0.6428,Residential,Single Family,1
200181,2020,6/17/2021,Canton,165 CASE STREET,141530,175000,0.8087,Residential,Single Family,1
201327,2020,9/27/2021,Bristol,5 HOUGHTON ST,100590,185000,0.5437,Residential,Two Family,1
200712,2020,7/26/2021,Glastonbury,65 NUTHATCH KNOB,176800,453000,0.390286976,Residential,Single Family,1
200023,2020,11/20/2020,Harwinton,98 PLYMOUTH RD,303230,507500,0.5974,Residential,Single Family,0
201043,2020,7/29/2021,Hartford,27 BOND ST,137900,400000,0.3447,Apartments,Nan,1
20490,2020,4/20/2021,East Hartford,209 HOLLISTER DR,70000,157900,0.443318556,Residential,Single Family,1
201090,2020,8/6/2021,Hartford,16 TOWNLEY ST #00I1,10621,4000,2.6552,Residential,Condo,1
20153,2020,4/20/2021,Derby,21 COPPOLA TERR,113890,200000,0.5694,Residential,Single Family,1
201695,2020,9/7/2021,Greenwich,19 TREMONT STREET,422870,765000,0.5527,Residential,Single Family,1
200476,2020,5/18/2021,East Haven,139 HALF MILE RD,184450,279900,0.658985352,Residential,Single Family,1
200141,2020,7/1/2021,Killingworth,18 N CHESTNUT HILL ROAD,58020,165000,0.3516,Vacant Land,Nan,1
200284,2020,7/23/2021,Colchester,112 COLCHESTER COMMONS,44500,94000,0.4734,Residential,Single Family,1
200112,2020,11/17/2020,Glastonbury,37 GREY ROCKS CT,316000,450000,0.7022,Residential,Single Family,0
200268,2020,11/24/2020,Manchester,9 JEFFREY ALAN DRIVE,206700,337000,0.6133,Residential,Two Family,0
200494,2020,1/29/2021,Manchester,244 & 250 MAIN STREET,236100,290000,0.8141,Residential,Two Family,1
200443,2020,8/31/2021,Killingly,35 ACADEMY ST,124670,35000,3.562,Commercial,Nan,1
200137,2020,10/26/2020,Greenwich,26 SINAWOY ROAD,465780,625000,0.7452,Residential,Single Family,0
200050,2020,1/4/2021,Bethany,1070 AMITY RD LOT #43,24320,48000,0.506666667,Residential,Single Family,1
200273,2020,2/2/2021,Branford,5 GREAT OAKS,150800,249900,0.603441377,Residential,Condo,1
200773,2020,5/11/2021,Manchester,20 EDGERTON STREET,128100,250000,0.5124,Residential,Two Family,1
200419,2020,6/30/2021,Guilford,408 OLD WHITFIELD ST,237360,451500,0.5257,Residential,Single Family,1
200122,2020,4/21/2021,East Windsor,294 SOUTH MAIN ST #27,10180,18000,0.5655,Residential,Single Family,1
200161,2020,2/23/2021,Killingly,33 CHESTNUT HILL RD,161840,316500,0.5113,Residential,Single Family,1
200368,2020,7/19/2021,Killingly,78 PLEASANT VIEW DR,122990,200000,0.6149,Residential,Single Family,1
200513,2020,9/20/2021,Avon,84 SECRET LAKE ROAD,113750,225000,0.5055,Residential,Single Family,1
200116,2020,11/17/2020,Groton,293 VIRGO DR,194040,330000,0.588,Residential,Single Family,0
2020225,2020,5/26/2021,Ansonia,152 JACKSON ST,110500,239900,0.4606,Residential,Three Family,1
200820,2020,4/7/2021,Greenwich,7 CHERRY BLOSSOM LANE,504630,1150000,0.4388,Vacant Land,Nan,1
20592,2002,4/10/2003,Stratford,86 STOCK ST,116350,262000,0.444083969,Nan,Nan,1
200359,2020,7/12/2021,Killingly,912 BAILEY HILL RD,132790,249900,0.5313,Residential,Single Family,1
200056,2020,12/8/2020,Hebron,76 OLD ANDOVER RD,177380,315000,0.5631,Residential,Single Family,0
20993,2020,7/13/2021,Hartford,143 ENFIELD ST,178080,430000,0.4141,Apartments,Nan,1
200016,2020,10/13/2020,Canton,47 ANDREW DRIVE,342450,519900,0.6586,Residential,Single Family,0
200332,2020,2/8/2021,Enfield,11 MOON ST,116530,192000,0.6069,Residential,Single Family,1
20556,2020,8/9/2021,Darien,6 FRATE COURT,496580,890000,0.5579,Residential,Single Family,1
20000086,2020,1/21/2021,Granby,12 EAST GRANBY RD,151830,550000,0.276054545,Residential,Single Family,1
200662,2020,4/7/2021,Bristol,529 BROOK ST,79590,125000,0.6367,Residential,Single Family,1
200113,2020,4/7/2021,Easton,149 WEDGEWOOD DRIVE,460400,725000,0.635,Residential,Single Family,1
200001,2020,10/2/2020,Bethany,10 BRINTON RD,160840,339000,0.4744,Residential,Single Family,0
200129,2020,6/15/2021,Killingworth,10 FAWN HILL ROAD,203320,375000,0.5421,Residential,Single Family,1
20000147,2020,4/28/2021,Granby,24 QUARRY RD,129780,220000,0.5899,Residential,Single Family,1
200197,2020,12/18/2020,Branford,69 CHURCH ST,200900,320000,0.6278,Residential,Two Family,0
200504,2020,9/13/2021,East Lyme,15 FREEDOM WAY #59,157990,340000,0.4646,Residential,Condo,1
20498,2020,9/14/2021,Bethel,5 WHITNEY ROAD,154840,300000,0.5161,Residential,Single Family,1
20528,2020,8/2/2021,Darien,11 HUCKLEBERRY LANE,2289280,3300000,0.6937,Residential,Single Family,1
200563,2020,6/1/2021,Enfield,5 CLINTON LA,286930,425000,0.6751,Residential,Single Family,1
200137,2020,3/10/2021,Colchester,9 SKYLARK RD,17900,40000,0.4475,Residential,Single Family,1
20415,2020,6/16/2021,Darien,11 RENSHAW RD,528290,795000,0.6645,Residential,Single Family,1
20688,2020,7/8/2021,East Hartford,1339 SILVER LN,137110,267000,0.5135,Residential,Single Family,1
200096,2020,3/5/2021,Easton,2 LILAC LANE,326470,595000,0.5486,Residential,Single Family,1
20614,2020,9/27/2021,Darien,7 SEDGWICK AVE,1194900,350000,3.414,Commercial,Nan,1
20075,2020,4/27/2021,Lebanon,LAKE WILLIAMS DR,3730,6000,0.6216,Vacant Land,Nan,1
201243,2020,9/21/2021,Hartford,18 BRISTOL ST,62732,188000,0.3336,Residential,Single Family,1
200816,2020,8/31/2021,Glastonbury,66 MARLBOROUGH RD,313900,560000,0.5605,Residential,Single Family,1
200334,2020,5/19/2021,Madison,LONGSHORE LN MAP 25-LOT 74-1,739200,2600000,0.2843,Vacant Land,Nan,1
200702,2020,3/8/2021,Greenwich,128 PUTNAM PARK,53924710,646000,83.47478328,Residential,Condo,1
200689,2020,7/9/2021,Enfield,19 FREEMONT RD,114170,241500,0.4727,Residential,Single Family,1
2000371,2020,6/15/2021,Cheshire,2236 WATERBURY RD,111960,129765,0.8627,Residential,Single Family,1
200080,2020,11/24/2020,Killingly,4 BLUEBIRD LANE,123270,245000,0.5031,Residential,Condo,0
200211,2020,11/24/2020,Bristol,90 TUNXIS RD,135870,274900,0.4942,Residential,Single Family,0
200877,2020,9/1/2021,Enfield,21 STONY BROOK RD,108140,225000,0.4806,Residential,Single Family,1
200406,2020,4/15/2021,Branford,14 STONY CREEK RD,223400,392000,0.5698,Residential,Single Family,1
200058,2020,11/5/2020,Killingly,7 SHORT ST,133630,385000,0.347,Residential,Single Family,0
201562,2020,9/22/2021,Danbury,55 BALL POND,49000,40000,1.225,Vacant Land,Nan,1
200000,2020,10/1/2020,Greenwich,1 SPRING ROAD,2126880,2450000,0.8681,Residential,Single Family,0
200095,2020,11/30/2020,Madison,67 BOSTON POST RD U-10,348000,419000,0.8305,Residential,Condo,0
200800,2020,9/27/2021,Branford,17 ISLAND VIEW AVE,1017700,1750000,0.5815,Residential,Single Family,1
200108,2020,5/6/2021,Hebron,169 MAIN ST,85160,100000,0.8516,Residential,Single Family,1
